action_type,combined_shot_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,label
Jump Shot,Jump Shot,33.8063,153,238,-118.1168,8,4,1,2-Mar,26,28,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Running Jump Shot,Jump Shot,33.9403,-123,104,-118.3928,7,4,1,2-Mar,33,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,34.0183,0,26,-118.2698,6,4,1,2-Mar,1,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,34.0703,-177,-26,-118.4468,3,4,1,2-Mar,2,17,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0533,205,-9,-118.0648,1,4,1,2-Mar,57,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9863,21,58,-118.2488,11,1,1,2-Mar,23,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.9273,-31,117,-118.3008,9,1,1,2-Mar,20,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,34.0683,138,-24,-118.1318,8,1,1,2-Mar,51,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,33.9423,-209,102,-118.4788,8,1,1,2-Mar,19,23,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,
Dunk Shot,Dunk,34.0443,0,0,-118.2698,6,1,1,2-Mar,56,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.8523,18,192,-118.2518,5,1,1,2-Mar,3,19,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,34.0753,-146,-31,-118.4158,3,1,1,2-Mar,19,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,33.5163,148,528,-118.1218,0,1,1,2-Mar,1,54,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,MIN,
Jump Shot,Jump Shot,34.0753,-191,-31,-118.4608,10,2,1,2-Mar,52,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9173,-176,127,-118.4458,9,2,1,2-Mar,44,21,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.9783,-191,66,-118.4608,9,2,1,2-Mar,10,20,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,1
Layup Shot,Layup,34.0443,0,0,-118.2698,6,2,1,2-Mar,4,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Running Jump Shot,Jump Shot,33.8983,24,146,-118.2458,1,2,1,2-Mar,32,14,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.9953,38,49,-118.2318,1,2,1,2-Mar,6,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,11,3,1,2-Mar,28,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Jump Shot,Jump Shot,33.8713,-105,173,-118.3748,9,3,1,2-Mar,32,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9913,-79,53,-118.3488,5,3,1,2-Mar,15,9,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,MIN,
Layup Shot,Layup,34.0443,0,0,-118.2698,4,3,1,2-Mar,26,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Fadeaway Jump Shot,Jump Shot,33.9493,153,95,-118.1168,2,3,1,2-Mar,59,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,34.0573,-146,-13,-118.4158,2,3,1,2-Mar,23,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,0,3,1,2-Mar,57,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.7943,-80,250,-118.3498,0,3,1,2-Mar,37,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,33.9293,217,115,-118.0528,9,4,1,2-Mar,34,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.9883,-153,56,-118.4228,8,4,1,2-Mar,57,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9913,158,53,-118.1118,8,4,1,2-Mar,38,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8533,176,191,-118.0938,4,4,1,2-Mar,36,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,33.7873,85,257,-118.1848,2,4,1,2-Mar,21,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.8763,-179,168,-118.4488,1,4,1,2-Mar,39,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,
Jump Shot,Jump Shot,33.9113,-29,133,-118.2988,11,1,1,2-Mar,16,13,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,34.0043,-67,40,-118.3368,10,1,1,2-Mar,57,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,10,1,1,2-Mar,39,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Layup Shot,Layup,34.0443,0,0,-118.2698,9,1,1,2-Mar,11,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.9783,-34,66,-118.3038,7,1,1,2-Mar,10,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,
Running Jump Shot,Jump Shot,34.0683,-141,-24,-118.4108,4,1,1,2-Mar,20,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,
Jump Shot,Jump Shot,34.0063,-146,38,-118.4158,9,2,1,2-Mar,29,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,34.0703,-133,-26,-118.4028,9,2,1,2-Mar,18,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Dunk Shot,Dunk,34.0443,0,0,-118.2698,8,2,1,2-Mar,44,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9273,146,117,-118.1238,4,2,1,2-Mar,56,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.8943,146,150,-118.1238,4,2,1,2-Mar,23,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.9803,38,64,-118.2318,2,2,1,2-Mar,13,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.7963,-97,248,-118.3668,0,2,1,2-Mar,34,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,0
Running Jump Shot,Jump Shot,33.9073,-209,137,-118.4788,0,2,1,2-Mar,0,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,33.8893,44,155,-118.2258,11,3,1,2-Mar,14,16,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,8,3,1,2-Mar,29,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Layup Shot,Layup,34.0443,0,0,-118.2698,6,3,1,2-Mar,57,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,4,3,1,2-Mar,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,10,4,1,2-Mar,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9733,-135,71,-118.4048,9,4,1,2-Mar,19,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,4,4,1,2-Mar,12,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Jump Shot,Jump Shot,34.0493,169,-5,-118.1008,3,4,1,2-Mar,8,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0293,236,15,-118.0338,1,4,1,2-Mar,5,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,0,4,1,2-Mar,27,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.8383,146,206,-118.1238,0,4,1,2-Mar,17,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,
Jump Shot,Jump Shot,34.0343,-166,10,-118.4358,3,5,1,2-Mar,2,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0443,-107,0,-118.3768,0,5,1,2-Mar,13,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,33.8453,153,199,-118.1168,0,5,1,2-Mar,2,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,
Jump Shot,Jump Shot,33.9933,-163,51,-118.4328,10,1,1,2-Mar,10,17,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8203,125,224,-118.1448,7,1,1,2-Mar,59,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,1,1,2-Mar,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Running Jump Shot,Jump Shot,33.9073,-95,137,-118.3648,7,1,1,2-Mar,12,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.8843,-94,160,-118.3638,6,1,1,2-Mar,30,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,3,1,1,2-Mar,34,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9343,-163,110,-118.4328,2,1,1,2-Mar,42,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,1,1,2-Mar,12,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.8843,-56,160,-118.3258,1,1,1,2-Mar,22,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8323,8,212,-118.2618,0,1,1,2-Mar,4,21,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8223,125,222,-118.1448,9,2,1,2-Mar,41,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.8633,89,181,-118.1808,7,2,1,2-Mar,42,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.8753,128,169,-118.1418,0,2,1,2-Mar,39,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.9073,-112,137,-118.3818,11,3,1,2-Mar,22,17,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0033,-59,41,-118.3288,11,3,1,2-Mar,9,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.9813,-75,63,-118.3448,9,3,1,2-Mar,49,9,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,MIN,0
Running Jump Shot,Jump Shot,33.9403,54,104,-118.2158,9,3,1,2-Mar,17,11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.9403,-80,104,-118.3498,6,3,1,2-Mar,2,13,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,MIN,0
Jump Shot,Jump Shot,34.0423,138,2,-118.1318,2,3,1,2-Mar,44,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,1,3,1,2-Mar,20,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,34.0453,-67,-1,-118.3368,11,4,1,2-Mar,14,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.7843,-31,260,-118.3008,10,4,1,2-Mar,49,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.8893,87,155,-118.1828,10,4,1,2-Mar,10,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8453,80,199,-118.1898,1,4,1,2-Mar,21,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,0,4,1,2-Mar,19,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,10,1,1,2-Mar,57,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Layup Shot,Layup,34.0443,0,0,-118.2698,9,1,1,2-Mar,47,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,34.0703,-212,-26,-118.4818,9,1,1,2-Mar,31,21,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9243,-143,120,-118.4128,7,1,1,2-Mar,51,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,1,1,2-Mar,31,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9243,-169,120,-118.4388,6,1,1,2-Mar,16,20,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,0
Layup Shot,Layup,34.0443,0,0,-118.2698,5,1,1,2-Mar,36,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Running Jump Shot,Jump Shot,33.8933,110,151,-118.1598,2,1,1,2-Mar,40,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.8733,169,171,-118.1008,0,1,1,2-Mar,38,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Reverse Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,3,1,2-Mar,23,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,34.0573,233,-13,-118.0368,6,3,1,2-Mar,35,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,
Jump Shot,Jump Shot,34.0553,179,-11,-118.0908,4,3,1,2-Mar,39,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Running Jump Shot,Jump Shot,33.9373,46,107,-118.2238,2,3,1,2-Mar,43,11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,2,3,1,2-Mar,11,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.8553,-71,189,-118.3408,0,3,1,2-Mar,56,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,1
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,0,3,1,2-Mar,39,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.8293,23,215,-118.2468,10,4,1,2-Mar,44,21,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0633,225,-19,-118.0448,7,4,1,2-Mar,23,22,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MIN,0
Alley Oop Layup shot,Layup,34.0443,0,0,-118.2698,7,4,1,2-Mar,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.8683,-168,176,-118.4378,4,4,1,2-Mar,44,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.9373,-8,107,-118.2778,4,4,1,2-Mar,3,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Driving Finger Roll Shot,Layup,34.0443,0,0,-118.2698,8,1,1,2-Mar,5,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,34.0603,148,-16,-118.1218,6,1,1,2-Mar,40,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,1
Jump Shot,Jump Shot,33.8893,-84,155,-118.3538,6,1,1,2-Mar,0,17,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0673,131,-23,-118.1388,3,1,1,2-Mar,50,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,34.0763,144,-32,-118.1258,0,1,1,2-Mar,29,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,33.9403,-82,104,-118.3518,11,2,1,2-Mar,39,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,
Driving Finger Roll Shot,Layup,34.0443,0,0,-118.2698,8,2,1,2-Mar,7,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9073,-113,137,-118.3828,6,2,1,2-Mar,8,17,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Running Jump Shot,Jump Shot,33.9803,52,64,-118.2178,1,2,1,2-Mar,43,8,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIN,1
Layup Shot,Layup,34.0443,0,0,-118.2698,0,2,1,2-Mar,14,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,34.0623,-233,-18,-118.5028,10,3,1,2-Mar,21,23,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.8303,135,214,-118.1348,9,3,1,2-Mar,11,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,33.8323,-177,212,-118.4468,6,3,1,2-Mar,5,27,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.8223,126,222,-118.1438,5,3,1,2-Mar,27,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,34.0083,-128,36,-118.3978,2,3,1,2-Mar,5,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Tip Shot,Tip Shot,34.0443,0,0,-118.2698,1,3,1,2-Mar,19,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Jump Shot,Jump Shot,33.8683,72,176,-118.1978,11,4,1,2-Mar,19,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,1
Turnaround Jump Shot,Jump Shot,33.9453,113,99,-118.1568,10,4,1,2-Mar,36,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,1
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,10,4,1,2-Mar,6,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Turnaround Jump Shot,Jump Shot,34.0523,159,-8,-118.1108,9,4,1,2-Mar,36,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,
Alley Oop Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,4,1,2-Mar,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,
Jump Shot,Jump Shot,33.9503,174,94,-118.0958,7,4,1,2-Mar,29,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,
Jump Shot,Jump Shot,33.8153,117,229,-118.1528,7,4,1,2-Mar,6,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MIN,
Jump Shot,Jump Shot,33.9303,-227,114,-118.4968,6,4,1,2-Mar,41,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,0
Jump Shot,Jump Shot,34.0723,126,-28,-118.1438,5,4,1,2-Mar,59,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,
Jump Shot,Jump Shot,33.8193,-131,225,-118.4008,2,4,1,2-Mar,37,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,0
Turnaround Jump Shot,Jump Shot,33.9993,112,45,-118.1578,11,1,1,2-Mar,13,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,0
Jump Shot,Jump Shot,34.0113,61,33,-118.2088,10,1,1,2-Mar,11,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,0
Jump Shot,Jump Shot,33.8423,26,202,-118.2438,7,1,1,2-Mar,5,20,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,
Driving Layup Shot,Layup,34.0293,11,15,-118.2588,4,1,1,2-Mar,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,1
Fadeaway Jump Shot,Jump Shot,34.0093,-131,35,-118.4008,2,1,1,2-Mar,38,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,1
Jump Shot,Jump Shot,33.8603,-48,184,-118.3178,0,1,1,2-Mar,47,19,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,0
Jump Shot,Jump Shot,33.9983,146,46,-118.1238,11,2,1,2-Mar,25,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,1
Jump Shot,Jump Shot,33.9783,6,66,-118.2638,10,2,1,2-Mar,27,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,1
Jump Shot,Jump Shot,33.8483,84,196,-118.1858,9,2,1,2-Mar,56,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,
Layup Shot,Layup,34.0443,-27,0,-118.2968,9,2,1,2-Mar,47,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,0
Turnaround Jump Shot,Jump Shot,33.9833,117,61,-118.1528,9,2,1,2-Mar,18,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,0
Jump Shot,Jump Shot,33.9293,23,115,-118.2468,8,2,1,2-Mar,58,11,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAS,0
Jump Shot,Jump Shot,33.8893,194,155,-118.0758,5,2,1,2-Mar,0,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAS,1
Fadeaway Jump Shot,Jump Shot,33.9583,151,86,-118.1188,3,2,1,2-Mar,53,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,0
Jump Shot,Jump Shot,33.9813,21,63,-118.2488,3,2,1,2-Mar,37,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,0
Jump Shot,Jump Shot,33.8713,-84,173,-118.3538,2,2,1,2-Mar,22,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,1,2,1,2-Mar,32,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,
Fadeaway Jump Shot,Jump Shot,33.9913,-59,53,-118.3288,1,2,1,2-Mar,1,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAS,0
Fadeaway Jump Shot,Jump Shot,34.0323,140,12,-118.1298,0,2,1,2-Mar,4,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,0
Jump Shot,Jump Shot,33.8353,-3,209,-118.2728,11,3,1,2-Mar,22,20,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAS,1
Fadeaway Jump Shot,Jump Shot,34.0453,151,-1,-118.1188,9,3,1,2-Mar,57,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,1
Jump Shot,Jump Shot,33.9443,-84,100,-118.3538,9,3,1,2-Mar,18,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,1
Fadeaway Jump Shot,Jump Shot,33.9883,156,56,-118.1138,8,3,1,2-Mar,41,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,0
Reverse Layup Shot,Layup,34.0263,-10,18,-118.2798,3,3,1,2-Mar,24,2,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAS,1
Jump Shot,Jump Shot,33.8933,-71,151,-118.3408,2,3,1,2-Mar,46,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAS,0
Jump Shot,Jump Shot,33.8913,29,153,-118.2408,2,3,1,2-Mar,19,15,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAS,0
Fadeaway Jump Shot,Jump Shot,34.0263,-133,18,-118.4028,0,3,1,2-Mar,58,13,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAS,0
Jump Shot,Jump Shot,33.9423,163,102,-118.1068,0,3,1,2-Mar,54,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,1
Jump Shot,Jump Shot,33.8733,75,171,-118.1948,11,4,1,2-Mar,0,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAS,0
Turnaround Jump Shot,Jump Shot,34.0373,146,7,-118.1238,9,4,1,2-Mar,23,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAS,
Jump Shot,Jump Shot,33.9323,181,112,-118.0888,8,4,1,2-Mar,50,21,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAS,
